"7","Cluster","45","SUN","SUN","4","Atmospheric Physics","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","4","Atmospheric Physics","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","4","Atmospheric Physics","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","23","Magnetospheric Physics","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","35","Space Plasma Physics","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","36","Sun-Earth Interaction","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","37","Space Weather","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","38","Solar Wind Interaction","24","Cluster II",,"9","Space Plasma Physics"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"1","Magnetospheres"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"4","Aurorae"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"6","Polar Cusps"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"7","Solar Winds"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"8","Sun-Earth Interaction"
"7","Cluster","45","SUN","SUN","39","Earth's Magnetic Environment","24","Cluster II",,"9","Space Plasma Physics"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","50","SPI","Spectrometer","10","Nucleosynthesis"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","50","SPI","Spectrometer","11","Relativistic-particle accelerators"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","50","SPI","Spectrometer","12","Strong-field signatures in compact stars"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","50","SPI","Spectrometer","10","Nucleosynthesis"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","50","SPI","Spectrometer","11","Relativistic-particle accelerators"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","50","SPI","Spectrometer","12","Strong-field signatures in compact stars"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","50","SPI","Spectrometer","10","Nucleosynthesis"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","50","SPI","Spectrometer","11","Relativistic-particle accelerators"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","50","SPI","Spectrometer","12","Strong-field signatures in compact stars"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","50","SPI","Spectrometer","10","Nucleosynthesis"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","50","SPI","Spectrometer","11","Relativistic-particle accelerators"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","50","SPI","Spectrometer","12","Strong-field signatures in compact stars"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","50","SPI","Spectrometer","10","Nucleosynthesis"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","50","SPI","Spectrometer","11","Relativistic-particle accelerators"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","50","SPI","Spectrometer","12","Strong-field signatures in compact stars"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","51","OMC","Optical Monitor","13","Optical Emission from prime targets of Integral Instruments"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","51","OMC","Optical Monitor","14","Observations in optical band with those at X-rays and gamma-rays"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","51","OMC","Optical Monitor","15","Nature and Physics of sources over wavelength range"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","51","OMC","Optical Monitor","16","Energetic Objects in Universe"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","51","OMC","Optical Monitor","13","Optical Emission from prime targets of Integral Instruments"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","51","OMC","Optical Monitor","14","Observations in optical band with those at X-rays and gamma-rays"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","51","OMC","Optical Monitor","15","Nature and Physics of sources over wavelength range"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","51","OMC","Optical Monitor","16","Energetic Objects in Universe"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","51","OMC","Optical Monitor","13","Optical Emission from prime targets of Integral Instruments"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","51","OMC","Optical Monitor","14","Observations in optical band with those at X-rays and gamma-rays"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","51","OMC","Optical Monitor","15","Nature and Physics of sources over wavelength range"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","51","OMC","Optical Monitor","16","Energetic Objects in Universe"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","51","OMC","Optical Monitor","13","Optical Emission from prime targets of Integral Instruments"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","51","OMC","Optical Monitor","14","Observations in optical band with those at X-rays and gamma-rays"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","51","OMC","Optical Monitor","15","Nature and Physics of sources over wavelength range"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","51","OMC","Optical Monitor","16","Energetic Objects in Universe"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","51","OMC","Optical Monitor","13","Optical Emission from prime targets of Integral Instruments"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","51","OMC","Optical Monitor","14","Observations in optical band with those at X-rays and gamma-rays"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","51","OMC","Optical Monitor","15","Nature and Physics of sources over wavelength range"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","51","OMC","Optical Monitor","16","Energetic Objects in Universe"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","52","JEM-X","X-ray monitor","17","Gamma-ray sources"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","52","JEM-X","X-ray monitor","18","Proton-detection system"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","52","JEM-X","X-ray monitor","17","Gamma-ray sources"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","52","JEM-X","X-ray monitor","18","Proton-detection system"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","52","JEM-X","X-ray monitor","17","Gamma-ray sources"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","52","JEM-X","X-ray monitor","18","Proton-detection system"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","52","JEM-X","X-ray monitor","17","Gamma-ray sources"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","52","JEM-X","X-ray monitor","18","Proton-detection system"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","52","JEM-X","X-ray monitor","17","Gamma-ray sources"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","52","JEM-X","X-ray monitor","18","Proton-detection system"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","13","Cosmology","53","IBIS","Imager","19","Gamma-Ray Emission"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","17","Black Holes","53","IBIS","Imager","19","Gamma-Ray Emission"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","40","Gamma-ray emission","53","IBIS","Imager","19","Gamma-Ray Emission"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","41","Energetic Radiation","53","IBIS","Imager","19","Gamma-Ray Emission"
"8","International Gamma-Ray Astrophysics Laboratory (INTEGRAL)","2","PLANETS","Earth","42","Iron Quasar","53","IBIS","Imager","19","Gamma-Ray Emission"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","30","Highest Possible effective area over a wide range of energies"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","31","To provide sufficient reflectivity at high energies"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","32","X-rays from accretion onto black holes"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","33","Properties of exploding stars"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","34","Nature of exotic matter"
"10","XMM-Newton","2","PLANETS","Earth","9","Stellar Physics","31","X-ray telescopes","X-ray telescopes","35","Observations of GRB"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","30","Highest Possible effective area over a wide range of energies"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","31","To provide sufficient reflectivity at high energies"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","32","X-rays from accretion onto black holes"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","33","Properties of exploding stars"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","34","Nature of exotic matter"
"10","XMM-Newton","2","PLANETS","Earth","13","Cosmology","31","X-ray telescopes","X-ray telescopes","35","Observations of GRB"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","30","Highest Possible effective area over a wide range of energies"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","31","To provide sufficient reflectivity at high energies"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","32","X-rays from accretion onto black holes"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","33","Properties of exploding stars"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","34","Nature of exotic matter"
"10","XMM-Newton","2","PLANETS","Earth","14","Stellar Occultations","31","X-ray telescopes","X-ray telescopes","35","Observations of GRB"
"10","XMM-Newton","2","PLANETS","Earth","17","Black Holes","31","X-ray telescopes","X-ray telescopes","30","Highest Possible effective area over a wide range of energies"
"10","XMM-Newton","2","PLANETS","Earth","17","Black Holes","31","X-ray telescopes","X-ray telescopes","31","To provide sufficient reflectivity at high energies"
"10","XMM-Newton","2","PLANETS","Earth","17","Black Holes","31","X-ray telescopes","X-ray telescopes","32","X-rays from accretion onto black holes"
